Starting CPU sim with box size: 30
Starting GPU sim with box size: 30
0, 0, 0, 0, 1741081612710
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 7
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 7
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 8
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 8
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 8
0, 0, 0, 0, 2
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 8
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 8
0, 0, 0, 0, 2
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 8
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 8
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 2
0, 0, 0, 0, 1
0, 0, 0, 0, 2
0, 0, 0, 0, 2
Starting CPU sim with box size: 40
Starting GPU sim with box size: 40
1, 0, 0, 1, 1741081614428
0, 0, 0, 0, 3
0, 0, 0, 0, 3
0, 0, 0, 0, 3
0, 0, 0, 0, 3
0, 0, 0, 0, 3
0, 0, 0, 0, 3
0, 0, 0, 0, 3
0, 0, 0, 0, 3
0, 0, 0, 0, 3
0, 0, 0, 0, 3
0, 0, 0, 0, 3
0, 0, 0, 0, 13
0, 0, 0, 0, 3
0, 0, 0, 0, 3
0, 0, 0, 0, 3
0, 0, 0, 0, 3
0, 0, 0, 0, 3
0, 0, 0, 0, 3
0, 0, 0, 0, 3
0, 0, 0, 0, 3
