error
4.175607842529747
3.721123311491902
3.7460100152277462
3.2012897375455682
3.3577127331491567
2.752451924209729
2.4383447888911034
2.5297688570809833
2.1094647525467964
1.9799446915052048
1.6004892361682894
1.4094491113773735
