l3e,l4e
0.252096104602629,0.283677894184642
0.267567692392211,0.244221036068685
0.220505512257554,0.269738939862684
0.210233574179828,0.224851900400603
0.1772612619046,0.205514295048926
0.154180004651678,0.175242234038101
0.126792675728119,0.156886293552732
0.126995153156626,0.118671691665116
0.0999054873174455,0.10760904602616



